time,day,month,year,hour,pm10 (μg/m³),pm2_5 (μg/m³),carbon_monoxide (μg/m³),nitrogen_dioxide (μg/m³),sulphur_dioxide (μg/m³),ozone (μg/m³),aerosol_optical_depth (),dust (μg/m³),uv_index (),uv_index_clear_sky ()
2026-07-27 00:00:00,27,7,2026,0,12.5,11.0,250.0,6.0,3.1,40.0,0.18,2.0,0.0,0.0
2026-07-27 01:00:00,27,7,2026,1,10.6,9.5,205.0,5.4,2.6,39.0,0.18,2.0,0.0,0.0
2026-07-27 02:00:00,27,7,2026,2,8.9,7.9,187.0,4.8,2.3,39.0,0.18,2.0,0.0,0.0
2026-07-27 03:00:00,27,7,2026,3,7.8,7.0,182.0,4.2,2.1,41.0,0.17,1.0,0.0,0.0
2026-07-27 04:00:00,27,7,2026,4,7.1,6.4,180.0,3.7,2.0,44.0,0.16,1.0,0.0,0.0
2026-07-27 05:00:00,27,7,2026,5,6.1,5.4,181.0,3.3,2.1,47.0,0.16,1.0,0.0,0.0
2026-07-27 06:00:00,27,7,2026,6,5.3,4.8,186.0,3.0,2.3,50.0,0.16,1.0,0.15,0.2
2026-07-27 07:00:00,27,7,2026,7,2.8,2.7,186.0,3.0,2.5,53.0,0.13,0.0,1.05,1.15
2026-07-27 08:00:00,27,7,2026,8,2.9,2.8,177.0,2.7,2.5,60.0,0.13,0.0,2.95,3.35
2026-07-27 09:00:00,27,7,2026,9,3.0,2.9,163.0,2.2,2.5,71.0,0.13,0.0,5.8,6.45
2026-07-27 10:00:00,27,7,2026,10,3.5,3.3,153.0,1.9,2.4,79.0,0.12,0.0,8.55,9.55
2026-07-27 11:00:00,27,7,2026,11,3.6,3.4,148.0,1.7,2.3,83.0,0.12,0.0,10.2,11.65
2026-07-27 12:00:00,27,7,2026,12,3.9,3.8,147.0,1.7,2.1,85.0,0.12,0.0,9.85,11.95
2026-07-27 13:00:00,27,7,2026,13,4.0,3.8,150.0,2.1,2.0,87.0,0.13,0.0,6.65,10.4
2026-07-27 14:00:00,27,7,2026,14,4.8,4.7,150.0,3.2,2.1,91.0,0.13,0.0,5.45,7.6
2026-07-27 15:00:00,27,7,2026,15,6.2,6.1,155.0,4.7,2.4,95.0,0.13,0.0,2.75,4.45
2026-07-27 16:00:00,27,7,2026,16,10.1,9.0,189.0,5.8,2.6,97.0,0.12,0.0,1.2,1.85
2026-07-27 17:00:00,27,7,2026,17,11.9,10.4,273.0,6.3,2.7,95.0,0.15,0.0,0.3,0.45
2026-07-27 18:00:00,27,7,2026,18,11.4,9.7,386.0,6.4,2.8,91.0,0.14,1.0,0.0,0.0
2026-07-27 19:00:00,27,7,2026,19,12.1,10.8,487.0,9.6,3.3,82.0,0.18,0.0,0.0,0.0
2026-07-27 20:00:00,27,7,2026,20,8.4,7.8,578.0,9.3,3.5,74.0,0.15,0.0,0.0,0.0
2026-07-27 21:00:00,27,7,2026,21,7.9,7.7,657.0,8.8,3.8,63.0,0.14,0.0,0.0,0.0
2026-07-27 22:00:00,27,7,2026,22,8.5,8.4,678.0,8.1,3.8,53.0,0.15,0.0,0.0,0.0
2026-07-27 23:00:00,27,7,2026,23,8.2,8.1,598.0,7.2,3.4,46.0,0.16,0.0,0.0,0.0
2026-07-28 00:00:00,28,7,2026,0,7.0,6.8,460.0,6.1,2.9,39.0,0.16,0.0,0.0,0.0
2026-07-28 01:00:00,28,7,2026,1,6.1,5.8,342.0,5.1,2.4,36.0,0.16,0.0,0.0,0.0
2026-07-28 02:00:00,28,7,2026,2,5.6,5.2,270.0,4.4,2.1,36.0,0.16,0.0,0.0,0.0
2026-07-28 03:00:00,28,7,2026,3,5.1,4.8,218.0,3.8,1.9,39.0,0.15,0.0,0.0,0.0
2026-07-28 04:00:00,28,7,2026,4,4.4,4.1,186.0,3.4,1.8,43.0,0.14,0.0,0.0,0.0
2026-07-28 05:00:00,28,7,2026,5,3.9,3.7,185.0,3.3,1.9,45.0,0.13,0.0,0.0,0.0
2026-07-28 06:00:00,28,7,2026,6,3.7,3.5,205.0,3.3,2.1,48.0,0.13,0.0,0.15,0.2
2026-07-28 07:00:00,28,7,2026,7,7.0,6.5,215.0,3.4,2.5,53.0,0.21,1.0,1.1,1.1
2026-07-28 08:00:00,28,7,2026,8,5.4,4.9,200.0,3.0,2.4,63.0,0.2,1.0,3.2,3.25
2026-07-28 09:00:00,28,7,2026,9,4.6,4.2,176.0,2.5,2.3,77.0,0.19,1.0,6.3,6.4
2026-07-28 10:00:00,28,7,2026,10,5.4,5.0,156.0,2.2,2.2,90.0,0.19,1.0,9.4,9.5
2026-07-28 11:00:00,28,7,2026,11,7.0,6.7,144.0,2.4,2.1,100.0,0.19,1.0,10.75,11.65
2026-07-28 12:00:00,28,7,2026,12,10.1,9.3,137.0,2.8,2.1,109.0,0.2,0.0,9.15,11.95
2026-07-28 13:00:00,28,7,2026,13,10.9,9.6,140.0,3.3,2.1,116.0,0.19,0.0,6.9,10.45
2026-07-28 14:00:00,28,7,2026,14,11.8,10.0,157.0,3.8,2.1,123.0,0.18,0.0,5.4,7.7
2026-07-28 15:00:00,28,7,2026,15,13.8,11.6,183.0,4.3,2.2,128.0,0.18,0.0,4.05,4.45
2026-07-28 16:00:00,28,7,2026,16,15.2,12.9,212.0,5.1,2.4,128.0,0.18,0.0,1.65,1.85
2026-07-28 17:00:00,28,7,2026,17,14.3,12.4,236.0,6.3,2.7,119.0,0.17,0.0,0.4,0.45
2026-07-28 18:00:00,28,7,2026,18,13.2,11.6,263.0,7.8,3.1,103.0,0.16,0.0,0.0,0.0
2026-07-28 19:00:00,28,7,2026,19,21.5,17.6,307.0,7.6,3.2,111.0,0.27,1.0,0.0,0.0
2026-07-28 20:00:00,28,7,2026,20,12.7,10.8,393.0,7.1,3.3,98.0,0.24,1.0,0.0,0.0
2026-07-28 21:00:00,28,7,2026,21,10.6,9.6,496.0,6.4,3.4,81.0,0.2,1.0,0.0,0.0
2026-07-28 22:00:00,28,7,2026,22,10.1,9.3,552.0,5.9,3.4,65.0,0.19,1.0,0.0,0.0
2026-07-28 23:00:00,28,7,2026,23,9.8,9.0,504.0,5.9,3.4,54.0,0.19,1.0,0.0,0.0
2026-07-29 00:00:00,29,7,2026,0,9.3,8.5,408.0,6.1,3.3,45.0,0.19,1.0,0.0,0.0
2026-07-29 01:00:00,29,7,2026,1,8.7,7.8,374.0,6.1,3.1,39.0,0.18,1.0,0.0,0.0
2026-07-29 02:00:00,29,7,2026,2,8.0,7.0,478.0,5.9,2.8,37.0,0.16,1.0,0.0,0.0
2026-07-29 03:00:00,29,7,2026,3,7.4,6.2,644.0,5.5,2.4,37.0,0.15,2.0,0.0,0.0
2026-07-29 04:00:00,29,7,2026,4,6.9,5.7,745.0,5.1,2.2,39.0,0.15,2.0,0.0,0.0
2026-07-29 05:00:00,29,7,2026,5,6.7,5.5,724.0,4.8,2.3,42.0,0.15,2.0,0.0,0.0
2026-07-29 06:00:00,29,7,2026,6,6.7,5.6,639.0,4.5,2.6,46.0,0.15,2.0,0.15,0.2
2026-07-29 07:00:00,29,7,2026,7,4.2,3.6,536.0,4.2,3.0,54.0,0.08,1.0,1.2,1.2
2026-07-29 08:00:00,29,7,2026,8,3.8,3.3,410.0,3.5,2.8,64.0,0.08,1.0,3.45,3.45
2026-07-29 09:00:00,29,7,2026,9,3.5,3.1,265.0,2.5,2.6,78.0,0.08,0.0,6.65,6.7
2026-07-29 10:00:00,29,7,2026,10,3.4,3.3,165.0,1.8,2.4,91.0,0.09,0.0,9.7,9.9
2026-07-29 11:00:00,29,7,2026,11,7.6,7.0,146.0,1.8,2.3,104.0,0.1,0.0,11.55,12.05
2026-07-29 12:00:00,29,7,2026,12,8.8,7.9,172.0,2.1,2.3,116.0,0.1,0.0,11.35,12.4
2026-07-29 13:00:00,29,7,2026,13,11.2,9.3,194.0,2.3,2.3,125.0,0.11,0.0,8.75,10.8
2026-07-29 14:00:00,29,7,2026,14,13.1,10.5,186.0,2.3,2.2,130.0,0.12,0.0,5.3,7.85
2026-07-29 15:00:00,29,7,2026,15,13.5,10.7,174.0,2.3,2.1,132.0,0.14,0.0,3.0,4.55
2026-07-29 16:00:00,29,7,2026,16,14.1,10.7,186.0,2.4,2.1,130.0,0.16,0.0,1.25,1.85
2026-07-29 17:00:00,29,7,2026,17,14.3,10.8,240.0,2.8,2.3,124.0,0.17,0.0,0.35,0.45
2026-07-29 18:00:00,29,7,2026,18,15.0,11.2,318.0,3.5,2.6,114.0,0.19,1.0,0.0,0.0
2026-07-29 19:00:00,29,7,2026,19,21.0,16.1,389.0,3.4,2.9,107.0,0.33,1.0,0.0,0.0
2026-07-29 20:00:00,29,7,2026,20,19.6,15.1,453.0,4.0,3.1,101.0,0.32,1.0,0.0,0.0
2026-07-29 21:00:00,29,7,2026,21,18.7,14.8,511.0,4.9,3.5,92.0,0.29,1.0,0.0,0.0
2026-07-29 22:00:00,29,7,2026,22,18.5,14.8,537.0,5.7,3.8,85.0,0.25,1.0,0.0,0.0
2026-07-29 23:00:00,29,7,2026,23,17.3,13.9,505.0,6.1,4.0,80.0,0.25,1.0,0.0,0.0
2026-07-30 00:00:00,30,7,2026,0,17.7,14.4,442.0,6.4,4.2,77.0,0.27,1.0,0.0,0.0
2026-07-30 01:00:00,30,7,2026,1,17.8,14.8,402.0,6.7,4.3,73.0,0.27,1.0,0.0,0.0
2026-07-30 02:00:00,30,7,2026,2,17.7,15.2,417.0,7.0,4.4,67.0,0.27,1.0,0.0,0.0
2026-07-30 03:00:00,30,7,2026,3,17.1,15.1,456.0,7.4,4.5,60.0,0.25,1.0,0.0,0.0
2026-07-30 04:00:00,30,7,2026,4,14.8,14.2,475.0,7.7,4.6,56.0,0.23,1.0,0.0,0.0
2026-07-30 05:00:00,30,7,2026,5,14.9,14.4,455.0,8.3,4.8,53.0,0.23,1.0,0.0,0.0
2026-07-30 06:00:00,30,7,2026,6,17.1,16.7,416.0,8.8,5.1,53.0,0.22,1.0,0.15,0.15
2026-07-30 07:00:00,30,7,2026,7,14.7,13.7,374.0,6.1,5.4,72.0,0.19,1.0,1.1,1.1
2026-07-30 08:00:00,30,7,2026,8,12.9,12.1,328.0,5.0,5.2,85.0,0.19,1.0,2.9,3.2
2026-07-30 09:00:00,30,7,2026,9,12.4,11.6,278.0,3.5,4.9,102.0,0.18,1.0,5.65,6.2
2026-07-30 10:00:00,30,7,2026,10,12.3,11.4,242.0,2.4,4.6,118.0,0.19,1.0,8.35,9.2
2026-07-30 11:00:00,30,7,2026,11,16.3,14.5,230.0,2.1,4.2,131.0,0.2,1.0,9.75,11.25
2026-07-30 12:00:00,30,7,2026,12,18.9,15.8,230.0,2.2,3.8,142.0,0.22,1.0,8.75,11.5
2026-07-30 13:00:00,30,7,2026,13,20.4,16.8,228.0,2.3,3.5,147.0,0.23,1.0,4.75,10.0
2026-07-30 14:00:00,30,7,2026,14,19.6,16.0,202.0,2.2,3.2,144.0,0.21,1.0,5.25,7.35
2026-07-30 15:00:00,30,7,2026,15,16.7,13.4,172.0,2.1,2.9,134.0,0.25,1.0,3.15,4.2
2026-07-30 16:00:00,30,7,2026,16,17.5,13.9,187.0,2.4,2.9,125.0,0.29,1.0,1.05,1.7
2026-07-30 17:00:00,30,7,2026,17,18.2,14.6,283.0,3.4,3.2,117.0,0.25,1.0,0.35,0.4
2026-07-30 18:00:00,30,7,2026,18,19.3,15.8,422.0,4.8,3.7,109.0,0.25,1.0,0.0,0.0
2026-07-30 19:00:00,30,7,2026,19,28.0,23.2,543.0,4.9,4.1,114.0,0.51,2.0,0.0,0.0
2026-07-30 20:00:00,30,7,2026,20,27.4,23.1,623.0,5.5,4.4,107.0,0.48,2.0,0.0,0.0
2026-07-30 21:00:00,30,7,2026,21,26.5,22.7,684.0,6.4,4.9,98.0,0.45,2.0,0.0,0.0
2026-07-30 22:00:00,30,7,2026,22,25.4,22.1,729.0,7.0,5.2,89.0,0.44,2.0,0.0,0.0
2026-07-30 23:00:00,30,7,2026,23,24.4,21.4,764.0,7.2,5.2,82.0,0.44,2.0,0.0,0.0
2026-07-31 00:00:00,31,7,2026,0,22.9,20.8,782.0,7.2,5.0,76.0,0.44,2.0,0.0,0.0
2026-07-31 01:00:00,31,7,2026,1,21.4,20.2,767.0,7.2,4.8,70.0,0.43,2.0,0.0,0.0
2026-07-31 02:00:00,31,7,2026,2,20.8,19.8,694.0,7.4,4.6,62.0,0.39,2.0,0.0,0.0
2026-07-31 03:00:00,31,7,2026,3,19.9,19.0,586.0,7.7,4.5,55.0,0.34,2.0,0.0,0.0
2026-07-31 04:00:00,31,7,2026,4,18.9,18.0,501.0,7.9,4.4,50.0,0.31,2.0,0.0,0.0
2026-07-31 05:00:00,31,7,2026,5,18.0,17.1,470.0,7.9,4.4,49.0,0.3,2.0,0.0,0.0
2026-07-31 06:00:00,31,7,2026,6,17.6,16.6,461.0,7.8,4.6,51.0,0.3,2.0,0.15,0.15
2026-07-31 07:00:00,31,7,2026,7,9.8,9.5,432.0,6.8,5.3,68.0,0.2,1.0,1.0,1.1
2026-07-31 08:00:00,31,7,2026,8,9.3,8.6,353.0,5.6,5.6,86.0,0.19,1.0,2.4,3.15
2026-07-31 09:00:00,31,7,2026,9,9.4,8.7,255.0,4.0,6.0,111.0,0.2,1.0,5.2,6.15
2026-07-31 10:00:00,31,7,2026,10,9.7,9.0,188.0,2.8,6.0,130.0,0.2,1.0,7.95,9.1
2026-07-31 11:00:00,31,7,2026,11,13.3,11.1,180.0,2.3,5.4,138.0,0.2,1.0,9.45,11.2
2026-07-31 12:00:00,31,7,2026,12,16.1,13.0,203.0,2.2,4.5,141.0,0.22,1.0,8.95,11.5
2026-07-31 13:00:00,31,7,2026,13,17.6,13.9,221.0,2.2,3.7,139.0,0.23,1.0,4.85,10.1
2026-07-31 14:00:00,31,7,2026,14,16.8,13.2,209.0,2.1,3.1,131.0,0.2,1.0,5.0,7.45
2026-07-31 15:00:00,31,7,2026,15,13.7,10.6,192.0,2.2,2.7,119.0,0.21,1.0,3.4,4.3
2026-07-31 16:00:00,31,7,2026,16,11.6,9.1,211.0,2.6,2.5,107.0,0.2,1.0,0.95,1.8
2026-07-31 17:00:00,31,7,2026,17,9.1,7.8,303.0,3.7,2.8,97.0,0.13,1.0,0.35,0.45
2026-07-31 18:00:00,31,7,2026,18,7.9,7.5,432.0,5.2,3.3,88.0,0.13,0.0,0.0,0.0
2026-07-31 19:00:00,31,7,2026,19,14.3,11.8,529.0,5.6,3.3,89.0,0.25,1.0,0.0,0.0
2026-07-31 20:00:00,31,7,2026,20,13.0,11.4,571.0,6.0,3.4,78.0,0.24,1.0,0.0,0.0
2026-07-31 21:00:00,31,7,2026,21,12.2,11.5,580.0,6.7,3.5,62.0,0.24,1.0,0.0,0.0
2026-07-31 22:00:00,31,7,2026,22,12.8,12.0,557.0,7.1,3.6,49.0,0.22,1.0,0.0,0.0
2026-07-31 23:00:00,31,7,2026,23,13.4,12.5,481.0,7.3,3.5,43.0,0.21,1.0,0.0,0.0
2026-08-01 00:00:00,1,8,2026,0,13.5,12.6,373.0,7.3,3.3,40.0,0.21,2.0,0.0,0.0
2026-08-01 01:00:00,1,8,2026,1,13.6,12.5,294.0,7.1,3.2,39.0,0.21,2.0,0.0,0.0
2026-08-01 02:00:00,1,8,2026,2,13.4,12.1,272.0,6.5,3.1,39.0,0.21,2.0,0.0,0.0
2026-08-01 03:00:00,1,8,2026,3,12.8,11.5,278.0,5.7,3.1,41.0,0.2,2.0,0.0,0.0
2026-08-01 04:00:00,1,8,2026,4,11.6,10.5,288.0,5.0,3.1,44.0,0.2,2.0,0.0,0.0
2026-08-01 05:00:00,1,8,2026,5,10.2,9.4,301.0,4.7,3.3,48.0,0.2,2.0,0.0,0.0
2026-08-01 06:00:00,1,8,2026,6,9.1,8.5,317.0,4.6,3.6,53.0,0.2,1.0,0.15,0.15
2026-08-01 07:00:00,1,8,2026,7,8.2,7.8,313.0,3.8,3.7,64.0,0.18,1.0,1.0,1.1
2026-08-01 08:00:00,1,8,2026,8,8.1,7.5,266.0,3.3,3.6,72.0,0.17,1.0,3.0,3.25
2026-08-01 09:00:00,1,8,2026,9,7.9,7.3,200.0,2.5,3.4,84.0,0.16,1.0,5.95,6.35
2026-08-01 10:00:00,1,8,2026,10,8.7,8.1,157.0,2.0,3.3,97.0,0.15,1.0,8.4,9.5
2026-08-01 11:00:00,1,8,2026,11,12.8,11.3,162.0,1.9,3.2,112.0,0.16,1.0,10.15,11.65
2026-08-01 12:00:00,1,8,2026,12,18.0,14.5,192.0,2.0,3.0,129.0,0.17,0.0,10.15,12.0
2026-08-01 13:00:00,1,8,2026,13,18.3,14.8,216.0,2.1,2.9,139.0,0.18,0.0,8.3,10.45
2026-08-01 14:00:00,1,8,2026,14,17.8,14.3,212.0,2.2,2.6,140.0,0.19,0.0,4.45,7.55
2026-08-01 15:00:00,1,8,2026,15,17.2,13.8,203.0,2.3,2.3,135.0,0.19,0.0,2.35,4.35
2026-08-01 16:00:00,1,8,2026,16,17.2,13.7,229.0,2.7,2.3,129.0,0.19,0.0,1.35,1.8
2026-08-01 17:00:00,1,8,2026,17,17.9,14.1,325.0,3.6,2.7,125.0,0.19,0.0,0.35,0.4
2026-08-01 18:00:00,1,8,2026,18,18.1,14.5,456.0,4.7,3.5,121.0,0.17,0.0,0.0,0.0
2026-08-01 19:00:00,1,8,2026,19,22.4,17.7,562.0,5.1,3.6,124.0,0.23,0.0,0.0,0.0
2026-08-01 20:00:00,1,8,2026,20,22.6,18.0,632.0,5.4,3.9,121.0,0.22,0.0,0.0,0.0
2026-08-01 21:00:00,1,8,2026,21,22.4,18.0,677.0,5.9,4.4,117.0,0.2,0.0,0.0,0.0
2026-08-01 22:00:00,1,8,2026,22,22.0,18.1,672.0,6.4,4.7,109.0,0.19,0.0,0.0,0.0
2026-08-01 23:00:00,1,8,2026,23,21.2,17.9,582.0,6.9,4.7,96.0,0.18,0.0,0.0,0.0
2026-08-02 00:00:00,2,8,2026,0,17.3,15.9,442.0,7.5,4.6,80.0,0.17,0.0,0.0,0.0
2026-08-02 01:00:00,2,8,2026,1,16.1,15.3,334.0,7.5,4.3,67.0,0.15,0.0,0.0,0.0
2026-08-02 02:00:00,2,8,2026,2,13.5,12.9,294.0,6.7,3.9,57.0,0.15,0.0,0.0,0.0
2026-08-02 03:00:00,2,8,2026,3,10.9,10.4,287.0,5.5,3.4,50.0,0.15,1.0,0.0,0.0
2026-08-02 04:00:00,2,8,2026,4,8.8,8.3,284.0,4.4,3.0,47.0,0.14,1.0,0.0,0.0
2026-08-02 05:00:00,2,8,2026,5,6.9,6.4,283.0,3.7,2.9,51.0,0.13,1.0,0.0,0.0
2026-08-02 06:00:00,2,8,2026,6,5.8,5.3,287.0,3.1,2.8,59.0,0.12,0.0,0.15,0.15
2026-08-02 07:00:00,2,8,2026,7,11.2,10.5,277.0,3.5,3.4,67.0,0.2,1.0,1.05,1.1
2026-08-02 08:00:00,2,8,2026,8,8.4,7.9,237.0,2.9,3.2,72.0,0.18,1.0,3.1,3.25
2026-08-02 09:00:00,2,8,2026,9,7.2,6.8,182.0,2.0,2.8,80.0,0.17,0.0,6.25,6.35
2026-08-02 10:00:00,2,8,2026,10,7.5,6.9,143.0,1.5,2.6,90.0,0.17,0.0,8.95,9.4
2026-08-02 11:00:00,2,8,2026,11,9.1,8.5,132.0,1.5,2.6,105.0,0.18,0.0,10.45,11.5
2026-08-02 12:00:00,2,8,2026,12,13.5,11.9,137.0,1.9,2.6,122.0,0.18,0.0,10.8,11.8
2026-08-02 13:00:00,2,8,2026,13,18.2,15.1,148.0,2.2,2.6,135.0,0.2,0.0,9.2,10.25
2026-08-02 14:00:00,2,8,2026,14,20.0,16.5,166.0,2.4,2.4,140.0,0.21,0.0,6.05,7.45
2026-08-02 15:00:00,2,8,2026,15,20.3,16.5,190.0,2.5,2.0,140.0,0.22,1.0,3.25,4.3
2026-08-02 16:00:00,2,8,2026,16,20.5,16.5,211.0,2.8,1.9,137.0,0.23,1.0,1.4,1.75
2026-08-02 17:00:00,2,8,2026,17,19.2,15.0,222.0,3.4,2.1,129.0,0.24,1.0,0.3,0.4
2026-08-02 18:00:00,2,8,2026,18,18.0,14.0,229.0,4.1,2.5,118.0,0.23,1.0,0.0,0.0
2026-08-02 19:00:00,2,8,2026,19,21.2,16.9,246.0,5.8,2.8,104.0,0.29,1.0,0.0,0.0
2026-08-02 20:00:00,2,8,2026,20,21.9,17.9,284.0,6.7,3.2,97.0,0.27,1.0,0.0,0.0
2026-08-02 21:00:00,2,8,2026,21,21.2,17.8,332.0,7.9,3.7,88.0,0.25,1.0,0.0,0.0
2026-08-02 22:00:00,2,8,2026,22,20.3,17.5,363.0,8.6,3.9,77.0,0.24,1.0,0.0,0.0
2026-08-02 23:00:00,2,8,2026,23,17.9,16.1,364.0,8.3,3.7,65.0,0.23,1.0,0.0,0.0
2026-08-03 00:00:00,3,8,2026,0,16.5,15.1,350.0,7.5,3.2,52.0,0.23,2.0,0.0,0.0
2026-08-03 01:00:00,3,8,2026,1,15.8,14.1,333.0,6.6,2.8,42.0,0.21,2.0,0.0,0.0
2026-08-03 02:00:00,3,8,2026,2,16.1,13.2,321.0,5.5,2.6,37.0,0.19,2.0,0.0,0.0
2026-08-03 03:00:00,3,8,2026,3,15.7,12.3,308.0,4.3,2.4,36.0,0.18,3.0,0.0,0.0
2026-08-03 04:00:00,3,8,2026,4,15.3,11.8,288.0,3.4,2.4,38.0,0.18,3.0,0.0,0.0
2026-08-03 05:00:00,3,8,2026,5,14.8,11.2,257.0,2.9,2.5,42.0,0.17,3.0,0.0,0.0
2026-08-03 06:00:00,3,8,2026,6,14.7,11.1,221.0,2.7,2.7,50.0,0.17,3.0,0.15,0.15
2026-08-03 07:00:00,3,8,2026,7,7.3,5.8,189.0,2.2,2.6,60.0,0.11,1.0,1.15,1.15
2026-08-03 08:00:00,3,8,2026,8,7.1,5.7,166.0,2.0,2.6,68.0,0.11,1.0,3.4,3.45
2026-08-03 09:00:00,3,8,2026,9,6.9,5.6,148.0,1.8,2.7,79.0,0.11,1.0,6.5,6.7
2026-08-03 10:00:00,3,8,2026,10,6.7,5.7,137.0,1.8,2.7,91.0,0.11,1.0,9.3,10.0
2026-08-03 11:00:00,3,8,2026,11,7.3,6.4,137.0,2.1,2.7,105.0,0.12,1.0,10.85,12.15
2026-08-03 12:00:00,3,8,2026,12,10.8,9.4,144.0,2.5,2.7,119.0,0.13,1.0,10.65,12.45
2026-08-03 13:00:00,3,8,2026,13,15.3,12.6,152.0,2.9,2.7,131.0,0.14,1.0,8.15,10.8
2026-08-03 14:00:00,3,8,2026,14,20.0,15.9,152.0,3.1,2.6,139.0,0.15,1.0,6.1,7.85
2026-08-03 15:00:00,3,8,2026,15,22.4,17.8,152.0,3.2,2.4,143.0,0.16,2.0,3.7,4.5
2026-08-03 16:00:00,3,8,2026,16,22.1,17.4,170.0,3.7,2.4,144.0,0.2,2.0,1.25,1.85
2026-08-03 17:00:00,3,8,2026,17,20.9,16.4,221.0,4.7,2.8,140.0,0.18,2.0,0.35,0.4
2026-08-03 18:00:00,3,8,2026,18,20.4,16.2,291.0,6.1,3.3,133.0,0.16,2.0,0.0,0.0
2026-08-03 19:00:00,3,8,2026,19,28.8,22.8,348.0,9.8,4.0,124.0,0.26,4.0,0.0,0.0
2026-08-03 20:00:00,3,8,2026,20,29.6,24.0,376.0,11.8,4.4,110.0,0.26,4.0,0.0,0.0
2026-08-03 21:00:00,3,8,2026,21,29.9,24.9,392.0,14.4,4.9,89.0,0.24,4.0,0.0,0.0
2026-08-03 22:00:00,3,8,2026,22,28.8,24.6,419.0,15.9,5.1,70.0,0.23,5.0,0.0,0.0
2026-08-03 23:00:00,3,8,2026,23,26.0,22.5,481.0,15.3,4.7,52.0,0.2,6.0,0.0,0.0
2026-08-04 00:00:00,4,8,2026,0,23.9,19.7,552.0,13.6,4.1,35.0,0.19,7.0,0.0,0.0
2026-08-04 01:00:00,4,8,2026,1,22.5,17.4,583.0,11.7,3.5,24.0,0.18,8.0,0.0,0.0
2026-08-04 02:00:00,4,8,2026,2,20.0,14.5,541.0,9.8,3.2,21.0,0.17,8.0,0.0,0.0
2026-08-04 03:00:00,4,8,2026,3,18.5,12.9,458.0,7.8,2.9,24.0,0.18,8.0,0.0,0.0
2026-08-04 04:00:00,4,8,2026,4,17.3,11.8,376.0,6.1,2.8,29.0,0.18,8.0,0.0,0.0
2026-08-04 05:00:00,4,8,2026,5,16.8,10.9,302.0,4.8,2.8,34.0,0.17,8.0,0.0,0.0
2026-08-04 06:00:00,4,8,2026,6,16.9,11.1,229.0,3.8,2.8,41.0,0.17,8.0,0.1,0.15
2026-08-04 07:00:00,4,8,2026,7,13.0,8.9,176.0,2.6,2.6,51.0,0.19,5.0,0.85,1.15
2026-08-04 08:00:00,4,8,2026,8,14.1,9.9,153.0,2.3,2.7,61.0,0.19,5.0,3.0,3.35
2026-08-04 09:00:00,4,8,2026,9,14.7,10.6,150.0,1.8,2.9,75.0,0.18,5.0,5.9,6.6
2026-08-04 10:00:00,4,8,2026,10,13.4,10.0,152.0,1.5,2.9,86.0,0.19,4.0,8.65,9.9
2026-08-04 11:00:00,4,8,2026,11,11.1,8.8,157.0,1.4,2.7,89.0,0.17,3.0,11.25,12.3
2026-08-04 12:00:00,4,8,2026,12,9.6,8.1,168.0,1.5,2.5,88.0,0.16,2.0,12.05,12.8
2026-08-04 13:00:00,4,8,2026,13,10.0,8.6,177.0,1.9,2.3,88.0,0.16,1.0,9.55,11.25
2026-08-04 14:00:00,4,8,2026,14,10.9,9.4,178.0,2.7,2.2,92.0,0.16,1.0,6.3,8.25
2026-08-04 15:00:00,4,8,2026,15,13.7,12.0,177.0,3.7,2.1,98.0,0.15,2.0,3.7,4.8
2026-08-04 16:00:00,4,8,2026,16,17.3,14.3,181.0,4.6,2.2,101.0,0.16,2.0,1.25,1.95
2026-08-04 17:00:00,4,8,2026,17,17.5,14.0,199.0,5.3,2.5,102.0,0.17,2.0,0.25,0.45
2026-08-04 18:00:00,4,8,2026,18,15.5,12.7,223.0,5.9,2.9,100.0,0.17,1.0,0.0,0.0
2026-08-04 19:00:00,4,8,2026,19,8.8,7.4,234.0,4.8,2.2,39.0,0.19,2.0,0.0,0.0
2026-08-04 20:00:00,4,8,2026,20,7.9,6.6,222.0,4.4,2.2,39.0,0.18,2.0,0.0,0.0
2026-08-04 21:00:00,4,8,2026,21,8.0,6.8,198.0,3.9,2.1,39.0,0.18,1.0,0.0,0.0
2026-08-04 22:00:00,4,8,2026,22,7.4,6.4,176.0,3.4,2.0,39.0,0.18,1.0,0.0,0.0
2026-08-04 23:00:00,4,8,2026,23,6.8,5.9,162.0,3.2,1.9,40.0,0.16,1.0,0.0,0.0
2026-08-05 00:00:00,5,8,2026,0,6.0,5.3,151.0,3.0,1.8,42.0,0.15,1.0,0.0,0.0
2026-08-05 01:00:00,5,8,2026,1,5.2,4.6,144.0,2.9,1.7,43.0,0.14,1.0,0.0,0.0
2026-08-05 02:00:00,5,8,2026,2,4.6,4.1,139.0,2.8,1.6,44.0,0.15,1.0,0.0,0.0
2026-08-05 03:00:00,5,8,2026,3,4.2,3.8,138.0,2.7,1.6,45.0,0.15,0.0,0.0,0.0
2026-08-05 04:00:00,5,8,2026,4,3.7,3.4,142.0,2.7,1.6,46.0,0.13,0.0,0.0,0.0
2026-08-05 05:00:00,5,8,2026,5,3.1,2.9,155.0,2.9,1.7,46.0,0.12,0.0,0.0,0.0
2026-08-05 06:00:00,5,8,2026,6,2.8,2.7,172.0,3.1,1.8,45.0,0.12,0.0,0.1,0.15
